"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","InformationSheet","consent","ideology","left_right","party","national_pride_1","national_pride_2","ac1","ft_trump","ft_biden","ft_anti_vaxxers","ft_climate_activists","ft_undoc_im","ft_doc_im","ft_unions","randomisation","transitionVignettes","TransitionControl","V1demxval","V2demxsec","V3repxval","V4repxsec","Control","integrvalues","geneq","sexconsent","integrlanguage","placebo_corporate_tax","ac2","pride_western_values","muslim1","muslim2","latino1","latino2","diversity","perceived_value_clash","mc1_party","mc1_party_other","mc2_latinos","mc2_muslims","mc2_western_europeans","mc2_africans","mc2_eastern_europeans","mc2_me_na","mc2_mexicans","mc2_americans","mc2_woman","mc2_asians","mc2_whites","mc2_blacks","mc2_men","mc2_other","mc3_threat","mc3_other","parents_born","residence","residence_other","education","education_other","employment_status","employment_status_other","household_income","race","race_other","gender","gender_other","debriefing","end","interviewtime","groupTime192","ProlificPIDTime","ProlificSessionIDTime","ProlificStudyIDTime","groupTime191","InformationSheetTime","consentTime","groupTime193","Q1Time","Q2Time","Q3Time","Q5Time","groupTime194","Q6Time","groupTime203","gleichungTime","groupTime202","transitionVignettesTime","TransitionControlTime","groupTime196","V1demxvalTime","V2demxsecTime","V3repxvalTime","V4repxsecTime","ControlTime","groupTime197","Q7Time","Q8Time","groupTime198","Q11Time","Q12Time","Q13Time","groupTime199","MC1Time","MC2Time","MC3Time","groupTime195","QD1Time","QD2Time","QD3Time","QD4Time","QD5Time","QD6Time","QD7Time","groupTime200","debriefingTime","endTime","prolific_submission_id","prolific_review_status","Custom study tncs accepted at","prolific_start","prolific_end","prolific_review_date","prolific_archived_date","duration","prolific_completion_code","prolific_total_approvals","prolific_political_spectrum","age","prolific_sex","ethnicity","country_of_birth","country_of_residence","nationality","language","student_status","prolific_employment_status","immigration","imm_pro_con","immigration_dichot","treatment","integration","genderpolicies","latino1_reversed","latino","muslim","left_right_collapsed","left_right_five","gender_extended","gender_collapsed","party_collapsed","party_collapsed_num","born_us","continent_of_birth","imm_background","race_collapsed","race_labelled","race_collapsed_label","merged_race","cohort_labelled","cohort_num","residence_collapsed","residence_collapsed_label","education_label","unemployed","household_income_label"
1533,2024-07-10 18:48:20,12,"en",1598898826,2024-07-10 18:46:04,2024-07-10 18:48:20,NA,"consent given",6,19,2,2,5,1,1,60,20,81,66,89,91,5,NA,NA,NA,NA,NA,NA,NA,0,10,7,1,2,1,2,4,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"4",NA,5,NA,"1",NA,2,"3",NA,"Women",NA,NA,NA,139.11,NA,NA,NA,NA,5.73,NA,NA,25.42,NA,NA,NA,NA,24.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.56,NA,NA,29.55,NA,NA,NA,NA,NA,NA,NA,26.02,NA,NA,NA,NA,NA,NA,NA,2.48,NA,NA,"668ebac29cd488a046e9b0fd","AWAITING REVIEW","Not Applicable",2024-07-10 16:46:01.094,2024-07-10 16:48:23.913,NA,2024-07-10 16:49:08.880753,143,"CBDIKNY0",296,"Liberal","39","Female","Mixed","United States","United States","United States","English","No","Full-Time",77.5,0,1,"control",0.5,8.5,5,4,2.5,"Left-leaning","strong_left","Female","Other","Democratic",1,1,"North America (US)",0,0,"Hispanic / Latino","Non-white","Hispanic / Latino","5 - 80s",3,1,"Larger city or suburb to a larger city ","4-Year College Degree",0,"Between $40,000 and $79,999 per year"
1534,2024-07-10 18:54:35,12,"en",356701464,2024-07-10 18:46:07,2024-07-10 18:54:35,NA,"consent given",2,76,6,5,2,1,69,36,45,42,52,58,60,3,NA,NA,NA,NA,NA,NA,NA,8,8,2,7,6,1,4,4,4,2,4,6,4,"No party stated",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,0,"1",NA,3,NA,"0",NA,1,"1",NA,"Men",NA,NA,NA,511.23,NA,NA,NA,NA,12.14,NA,NA,31.05,NA,NA,NA,NA,34.19,NA,NA,NA,6.94,NA,NA,24.63,NA,NA,NA,NA,NA,64.04,NA,NA,157.75,NA,NA,NA,136.08,NA,NA,NA,33.51,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,"668ebac4ecd51115ede94d72","AWAITING REVIEW","Not Applicable",2024-07-10 16:46:03.126,2024-07-10 16:54:42.562,NA,2024-07-10 16:54:43.816376,520,"CBDIKNY0",4906,"Conservative","45","Male","White","United States","United States","United States","English","No","DATA_EXPIRED",55,0,1,"t1",7.5,5,4,4,4,"Right-leaning","slight_right","Male","Male","Republican",3,1,"North America (US)",0,1,"White","White","White","4 - 70s",4,0,"Other","Some College",1,"Under $40,000 per year"
1535,2024-07-10 18:50:20,12,"en",1875245978,2024-07-10 18:46:29,2024-07-10 18:50:20,NA,"consent given",7,0,1,1,5,1,0,35,0,100,25,50,100,5,NA,NA,NA,NA,NA,NA,NA,5,10,10,10,0,1,1,3,3,1,3,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"3",NA,5,NA,"1",NA,2,"5",NA,"Men",NA,NA,NA,234.4,NA,NA,NA,NA,20.52,NA,NA,22.64,NA,NA,NA,NA,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.24,NA,NA,58.42,NA,NA,NA,NA,NA,NA,NA,26.14,NA,NA,NA,NA,NA,NA,NA,6.94,NA,NA,"668ebaddcbf6d68a9475ecc7","AWAITING REVIEW","Not Applicable",2024-07-10 16:46:27.101,2024-07-10 16:50:26.657,NA,2024-07-10 16:50:35.304688,240,"CBDIKNY0",206,"Liberal","29","Male","White","United States","United States","United States","English","No","Full-Time",37.5,2,0,"control",7.5,10,5,4,3,"Left-leaning","strong_left","Male","Male","Democratic",1,1,"North America (US)",0,0,"Mixed","Non-white","Mixed","6 - 90s",2,0,"Other","4-Year College Degree",0,"Between $40,000 and $79,999 per year"
1536,2024-07-10 19:02:35,12,"en",1300838190,2024-07-10 18:46:36,2024-07-10 19:02:35,NA,"consent given",6,22,2,5,1,1,36,70,59,67,10,83,85,2,NA,NA,NA,NA,NA,NA,NA,8,9,9,8,7,1,5,4,1,3,4,8,7,"Republican",NA,NA,NA,"Y",NA,NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,"2",NA,1,"3",NA,5,NA,"1",NA,3,"2",NA,"Men",NA,NA,NA,963.27,NA,NA,NA,NA,36.72,NA,NA,46.84,NA,NA,NA,NA,44.12,NA,NA,NA,16.54,NA,NA,44.55,NA,NA,NA,NA,NA,48.33,NA,NA,301.37,NA,NA,NA,261.81,NA,NA,NA,82.08,NA,NA,NA,NA,NA,NA,NA,80.91,NA,NA,"668ebadc09522b239a480b88","AWAITING REVIEW","Not Applicable",2024-07-10 16:46:30.349,2024-07-10 17:02:46.797,NA,2024-07-10 17:04:10.20965,977,"CBDIKNY0",79,"Liberal","28","Male","Black","Ghana","United States","United States","English","No","Full-Time",46.5,2,0,"t4",8,9,3,3.5,2.5,"Left-leaning","slight_left","Male","Male","Democratic",1,0,"Africa",1,0,"Black","Non-white","Black","6 - 90s",2,0,"Other","4-Year College Degree",0,"Between $80,000 and $119,999 per year"
1537,2024-07-10 18:51:01,12,"en",401384271,2024-07-10 18:46:37,2024-07-10 18:51:01,NA,"consent given",6,20,2,4,4,1,0,60,10,90,40,90,90,5,NA,NA,NA,NA,NA,NA,NA,2,10,10,6,0,1,4,4,2,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"3",NA,6,NA,"1",NA,2,"1",NA,"Women",NA,NA,NA,267.18,NA,NA,NA,NA,14.08,NA,NA,39.72,NA,NA,NA,NA,53.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.48,NA,NA,71.13,NA,NA,NA,NA,NA,NA,NA,31.13,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,"668ebae36e118c5f6c766211","AWAITING REVIEW","Not Applicable",2024-07-10 16:46:33.707,2024-07-10 16:51:02.966,NA,2024-07-10 16:51:03.657481,270,"CBDIKNY0",49,"Liberal","29","Female","White","United States","United States","United States","English","Yes","Full-Time",65,0,1,"control",4,10,4,3.5,3,"Left-leaning","slight_left","Female","Other","Democratic",1,1,"North America (US)",1,1,"White","White","White","6 - 90s",2,0,"Other","Post Graduate (e.g., masters, PhD, JD)",0,"Between $40,000 and $79,999 per year"
1538,2024-07-10 18:50:07,12,"en",1773979089,2024-07-10 18:46:39,2024-07-10 18:50:07,NA,"consent given",6,20,2,4,4,1,10,60,10,75,70,90,85,4,NA,NA,NA,NA,NA,NA,NA,6,9,10,7,7,1,2,2,2,4,4,1,3,"Republican",NA,"Y","Y",NA,NA,NA,"Y","Y",NA,"Y",NA,NA,NA,NA,NA,"2",NA,2,"2",NA,4,NA,"1",NA,1,"4",NA,"Men",NA,NA,NA,211.75,NA,NA,NA,NA,7.48,NA,NA,16.66,NA,NA,NA,NA,27.65,NA,NA,NA,3.19,NA,NA,34.61,NA,NA,NA,NA,NA,28.61,NA,NA,29.93,NA,NA,NA,31.84,NA,NA,NA,28.11,NA,NA,NA,NA,NA,NA,NA,3.67,NA,NA,"668ebaea6720f02f7943645a","AWAITING REVIEW","Not Applicable",2024-07-10 16:46:37.867,2024-07-10 16:50:10.784,NA,2024-07-10 16:50:28.146892,213,"CBDIKNY0",2096,"Liberal","23","Male","Asian","United States","United States","United States","English","Yes","Part-Time",80,0,1,"t2",6.5,9.5,2,3,2,"Left-leaning","slight_left","Male","Male","Democratic",1,1,"North America (US)",1,0,"Asian","Non-white","Asian","7 - 2000+",1,0,"Other","2-Year College Degree",0,"Under $40,000 per year"
1539,2024-07-10 18:58:52,12,"en",1992795868,2024-07-10 18:46:39,2024-07-10 18:58:52,NA,"consent given",1,85,7,5,1,1,100,49,100,100,50,100,50,2,NA,NA,NA,NA,NA,NA,NA,10,10,9,10,9,1,5,2,2,1,4,10,0,"Democratic",NA,"Y","Y",NA,"Y",NA,"Y","Y",NA,NA,"Y",NA,NA,NA,NA,"2",NA,2,"5",NA,6,NA,"1",NA,4,"2",NA,"Men",NA,NA,NA,738.57,NA,NA,NA,NA,45.14,NA,NA,72.57,NA,NA,NA,NA,90.57,NA,NA,NA,9.87,NA,NA,56.59,NA,NA,NA,NA,NA,84.87,NA,NA,175.61,NA,NA,NA,84.64,NA,NA,NA,91.14,NA,NA,NA,NA,NA,NA,NA,27.57,NA,NA,"668ebad163a03f9bad7c4875","AWAITING REVIEW","Not Applicable",2024-07-10 16:46:33.815,2024-07-10 16:58:59.857,NA,2024-07-10 17:00:38.408412,747,"CBDIKNY0",68,"Conservative","35","Male","Black","Ghana","United States","United States","English","Yes","Full-Time",75,0,1,"t4",10,9.5,5,4.5,2,"Right-leaning","strong_right","Male","Male","Republican",3,0,"Africa",1,0,"Black","Non-white","Black","5 - 80s",3,1,"Larger city or suburb to a larger city ","Post Graduate (e.g., masters, PhD, JD)",0,"Between $120,000 and $199,999 per year"
1540,2024-07-10 18:53:48,12,"en",1310032444,2024-07-10 18:46:42,2024-07-10 18:53:48,NA,"consent given",1,100,7,5,3,1,100,0,15,55,15,50,100,5,NA,NA,NA,NA,NA,NA,NA,5,0,10,6,10,1,5,4,3,3,4,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"5",NA,3,NA,"0",NA,1,"1",NA,"Women",NA,NA,NA,429.25,NA,NA,NA,NA,18.2,NA,NA,30.39,NA,NA,NA,NA,108.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.35,NA,NA,111.76,NA,NA,NA,NA,NA,NA,NA,82.72,NA,NA,NA,NA,NA,NA,NA,7.43,NA,NA,"668ebadc1a2636f5d87811c9","AWAITING REVIEW","Not Applicable",2024-07-10 16:46:27.632,2024-07-10 16:53:51.523,NA,2024-07-10 16:54:04.547411,444,"CBDIKNY0",76,"Conservative","28","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)",32.5,2,0,"control",5.5,5,3,3.5,3.5,"Right-leaning","strong_right","Female","Other","Republican",3,1,"North America (US)",0,1,"White","White","White","6 - 90s",2,1,"Larger city or suburb to a larger city ","Some College",1,"Under $40,000 per year"
1541,2024-07-10 18:57:49,12,"en",295361005,2024-07-10 18:46:43,2024-07-10 18:57:49,NA,"consent given",1,100,6,5,1,1,99,0,14,14,0,80,1,2,NA,NA,NA,NA,NA,NA,NA,2,3,0,8,1,1,5,2,5,5,1,9,10,"Democratic",NA,"Y",NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"2",NA,0,"2",NA,4,NA,"1",NA,2,"1",NA,"Women",NA,NA,NA,668.82,NA,NA,NA,NA,125.47,NA,NA,76.67,NA,NA,NA,NA,50.53,NA,NA,NA,6.98,NA,NA,69.58,NA,NA,NA,NA,NA,116.85,NA,NA,103.23,NA,NA,NA,58.36,NA,NA,NA,42.03,NA,NA,NA,NA,NA,NA,NA,19.12,NA,NA,"668ebae643f4ae83946be3f5","AWAITING REVIEW","Not Applicable",2024-07-10 16:46:40.926,2024-07-10 16:57:52.793,NA,2024-07-10 17:00:15.019046,672,"CBDIKNY0",1987,"Conservative","57","Female","White","United States","United States","United States","English","No","Full-Time",40,2,0,"t4",5,1.5,1,1,3.5,"Right-leaning","strong_right","Female","Other","Republican",3,1,"North America (US)",0,1,"White","White","White","3 - 60s",5,0,"Other","2-Year College Degree",0,"Between $40,000 and $79,999 per year"
1542,2024-07-10 18:55:53,12,"en",1054235289,2024-07-10 18:46:44,2024-07-10 18:55:53,NA,"consent given",1,99,7,5,1,1,95,0,70,17,0,100,30,5,NA,NA,NA,NA,NA,NA,NA,8,0,0,7,10,1,5,3,4,3,4,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2",NA,4,NA,"-oth-","Retired",1,"1",NA,"Women",NA,NA,NA,553.64,NA,NA,NA,NA,79.76,NA,NA,52.74,NA,NA,NA,NA,77.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.49,NA,NA,132.65,NA,NA,NA,NA,NA,NA,NA,42.67,NA,NA,NA,NA,NA,NA,NA,10.91,NA,NA,"668ebae2f28c825eab080e21","AWAITING REVIEW","Not Applicable",2024-07-10 16:46:39.005,2024-07-10 16:55:59.055,NA,2024-07-10 16:55:59.767926,561,"CBDIKNY0",1828,"Conservative","73","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)",50,1,NA,"control",7.5,0,3,3.5,3.5,"Right-leaning","strong_right","Female","Other","Republican",3,1,"North America (US)",0,1,"White","White","White","2 - 1950s",6,0,"Other","2-Year College Degree",0,"Under $40,000 per year"
1543,2024-07-10 18:50:23,12,"en",1937453267,2024-07-10 18:46:57,2024-07-10 18:50:23,NA,"consent given",7,5,2,2,5,1,0,0,0,100,82,96,100,2,NA,NA,NA,NA,NA,NA,NA,10,10,10,5,5,1,2,3,1,2,2,5,2,"No party stated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,"2",NA,0,"5",NA,5,NA,"1",NA,1,"3",NA,"Women",NA,NA,NA,209.33,NA,NA,NA,NA,6.39,NA,NA,21.65,NA,NA,NA,NA,25.55,NA,NA,NA,2.5,NA,NA,15.05,NA,NA,NA,NA,NA,40.41,NA,NA,45.95,NA,NA,NA,24.21,NA,NA,NA,16.17,NA,NA,NA,NA,NA,NA,NA,11.45,NA,NA,"668ebafa70ad1129cba02b24","AWAITING REVIEW","Not Applicable",2024-07-10 16:46:54.738,2024-07-10 16:50:26.996,NA,2024-07-10 16:50:36.108103,213,"CBDIKNY0",250,"Liberal","24","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)",89,0,1,"t4",7.5,10,4,3,2,"Left-leaning","strong_left","Female","Other","Democratic",1,1,"North America (US)",0,0,"Hispanic / Latino","Non-white","Hispanic / Latino","7 - 2000+",1,1,"Larger city or suburb to a larger city ","4-Year College Degree",0,"Under $40,000 per year"
1544,2024-07-10 18:51:41,12,"en",1930107534,2024-07-10 18:47:04,2024-07-10 18:51:41,NA,"consent given",5,35,3,1,5,1,0,65,0,100,100,100,100,5,NA,NA,NA,NA,NA,NA,NA,6,10,10,6,0,1,4,3,3,3,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"5",NA,5,NA,"1",NA,2,"1",NA,"Women",NA,NA,NA,280.44,NA,NA,NA,NA,9.35,NA,NA,89.72,NA,NA,NA,NA,31.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.84,NA,NA,69.31,NA,NA,NA,NA,NA,NA,NA,27.05,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,"668ebad3cbf6d68a9475ecc4","AWAITING REVIEW","Not Applicable",2024-07-10 16:46:59.855,2024-07-10 16:51:46.094,NA,2024-07-10 16:52:33.880739,287,"CBDIKNY0",419,"Liberal","44","Female","White","United States","United States","United States","English","No","Part-Time",100,0,1,"control",6,10,3,3,3,"Left-leaning","slight_left","Female","Other","Democratic",1,1,"North America (US)",0,1,"White","White","White","5 - 80s",3,1,"Larger city or suburb to a larger city ","4-Year College Degree",0,"Between $40,000 and $79,999 per year"
1545,2024-07-10 18:52:17,12,"en",679195300,2024-07-10 18:47:11,2024-07-10 18:52:17,NA,"consent given",6,15,2,5,3,1,5,35,0,85,50,80,70,4,NA,NA,NA,NA,NA,NA,NA,7,8,8,6,2,1,4,4,2,2,4,3,6,"Republican",NA,"Y",NA,NA,NA,NA,NA,"Y","Y","Y",NA,"Y",NA,NA,NA,"2",NA,0,"5",NA,5,NA,"1",NA,5,"1",NA,"Women",NA,NA,NA,310.59,NA,NA,NA,NA,7.41,NA,NA,40.66,NA,NA,NA,NA,57.21,NA,NA,NA,3.2,NA,NA,11.67,NA,NA,NA,NA,NA,50,NA,NA,66.49,NA,NA,NA,32.31,NA,NA,NA,33.83,NA,NA,NA,NA,NA,NA,NA,7.81,NA,NA,"668ebb07b3cd5789fd009ac4","AWAITING REVIEW","Not Applicable",2024-07-10 16:47:07.996,2024-07-10 16:52:22.362,NA,2024-07-10 16:53:19.536729,315,"CBDIKNY0",101,"Liberal","23","Female","White","United States","United States","United States","English","Yes","DATA_EXPIRED",65,0,1,"t2",6.5,8,4,4,3,"Left-leaning","strong_left","Female","Other","Democratic",1,1,"North America (US)",0,1,"White","White","White","7 - 2000+",1,1,"Larger city or suburb to a larger city ","4-Year College Degree",0,"Above $200,000 per year"
1546,2024-07-10 18:51:45,12,"en",410298430,2024-07-10 18:47:22,2024-07-10 18:51:45,NA,"consent given",2,80,6,4,3,1,55,5,99,1,2,50,50,3,NA,NA,NA,NA,NA,NA,NA,5,1,1,10,8,1,4,3,4,4,4,8,8,"Republican",NA,"Y","Y",NA,"Y",NA,"Y","Y",NA,"Y","Y",NA,"Y","Y",NA,"1",NA,0,"5",NA,6,NA,"1",NA,5,"1",NA,"Men",NA,NA,NA,266.17,NA,NA,NA,NA,12.17,NA,NA,27.2,NA,NA,NA,NA,39.25,NA,NA,NA,3.83,NA,NA,22.26,NA,NA,NA,NA,NA,35.73,NA,NA,44.13,NA,NA,NA,39.35,NA,NA,NA,31.98,NA,NA,NA,NA,NA,NA,NA,10.27,NA,NA,"668ebb12758a6f7bfeb2a0c6","AWAITING REVIEW","Not Applicable",2024-07-10 16:47:19.473,2024-07-10 16:51:47.687,NA,2024-07-10 16:52:35.242077,269,"CBDIKNY0",4699,"Conservative","64","Male","White","United States","United States","United States","English","No","Full-Time",26,2,0,"t1",7.5,1,2,3,3.5,"Right-leaning","slight_right","Male","Male","Republican",3,1,"North America (US)",0,1,"White","White","White","3 - 60s",5,1,"Larger city or suburb to a larger city ","Post Graduate (e.g., masters, PhD, JD)",0,"Above $200,000 per year"
1547,2024-07-10 18:55:39,12,"en",2012168406,2024-07-10 18:47:30,2024-07-10 18:55:39,NA,"consent given",6,10,1,3,5,1,0,80,0,95,90,98,50,2,NA,NA,NA,NA,NA,NA,NA,6,10,6,0,0,1,3,5,2,1,4,3,1,"Democratic",NA,NA,"Y",NA,"Y",NA,"Y",NA,"Y",NA,NA,NA,NA,"Y",NA,"2",NA,0,"2",NA,5,NA,"-oth-","Retired",2,"1",NA,"Women",NA,NA,NA,492.94,NA,NA,NA,NA,16.31,NA,NA,40.86,NA,NA,NA,NA,44.72,NA,NA,NA,5.27,NA,NA,31.17,NA,NA,NA,NA,NA,57.01,NA,NA,75.58,NA,NA,NA,58.82,NA,NA,NA,41.68,NA,NA,NA,NA,NA,NA,NA,121.52,NA,NA,"668ebb17ec15c2b9f717135c","AWAITING REVIEW","Not Applicable",2024-07-10 16:47:25.817,2024-07-10 16:55:42.511,NA,2024-07-10 16:55:43.025815,497,"CBDIKNY0",5040,"Liberal","65","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)",94,0,1,"t4",3,8,5,4.5,3.5,"Left-leaning","strong_left","Female","Other","Democratic",1,1,"North America (US)",0,1,"White","White","White","2 - 1950s",6,0,"Other","4-Year College Degree",0,"Between $40,000 and $79,999 per year"
1548,2024-07-10 18:53:04,12,"en",987717237,2024-07-10 18:47:39,2024-07-10 18:53:04,NA,"consent given",6,0,2,5,1,1,60,40,20,90,50,90,90,2,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,1,5,5,1,1,5,6,1,"Democratic",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,2,"2",NA,2,NA,"1",NA,2,"3",NA,"Men",NA,NA,NA,329.17,NA,NA,NA,NA,15.66,NA,NA,30.45,NA,NA,NA,NA,53.42,NA,NA,NA,4.94,NA,NA,24.36,NA,NA,NA,NA,NA,60.63,NA,NA,64.54,NA,NA,NA,37.24,NA,NA,NA,30.19,NA,NA,NA,NA,NA,NA,NA,7.74,NA,NA,"668ebb209db9aa906cf847c8","AWAITING REVIEW","Not Applicable",2024-07-10 16:47:34.601,2024-07-10 16:53:07.539,NA,2024-07-10 16:53:58.964386,333,"CBDIKNY0",4245,"Liberal","52","Male","White","Mexico","United States","United States","English","No","Full-Time",70,0,1,"t4",10,10,5,5,3,"Left-leaning","strong_left","Male","Male","Democratic",1,0,"North America (other)",1,0,"Hispanic / Latino","Non-white","Hispanic / Latino","4 - 70s",4,0,"Other","High School Graduate",0,"Between $40,000 and $79,999 per year"
1549,2024-07-10 18:55:43,12,"en",951552660,2024-07-10 18:47:53,2024-07-10 18:55:43,NA,"consent given",6,10,2,4,1,1,0,80,0,80,50,50,80,4,NA,NA,NA,NA,NA,NA,NA,5,8,5,5,0,1,4,3,3,3,3,5,5,"Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"2",NA,0,"3",NA,3,NA,"1",NA,1,"2",NA,"Women",NA,NA,NA,474.41,NA,NA,NA,NA,144.46,NA,NA,29.94,NA,NA,NA,NA,69.29,NA,NA,NA,4.24,NA,NA,25.12,NA,NA,NA,NA,NA,61.59,NA,NA,52.79,NA,NA,NA,30.75,NA,NA,NA,46.15,NA,NA,NA,NA,NA,NA,NA,10.08,NA,NA,"668ebb32a6583e8d0e88c92e","AWAITING REVIEW","Not Applicable",2024-07-10 16:47:50.932,2024-07-10 16:55:46.134,NA,2024-07-10 16:55:46.728688,476,"CBDIKNY0",77,"Liberal","36","Female","Black","United States","United States","United States","English","No","Other",50,1,NA,"t2",5,6.5,3,3,3,"Left-leaning","strong_left","Female","Other","Democratic",1,1,"North America (US)",0,0,"Black","Non-white","Black","5 - 80s",3,0,"Other","Some College",0,"Under $40,000 per year"
1550,2024-07-10 18:52:07,12,"en",1972414178,2024-07-10 18:48:05,2024-07-10 18:52:07,NA,"consent given",7,5,1,1,4,1,0,11,27,75,50,50,75,5,NA,NA,NA,NA,NA,NA,NA,0,5,10,0,0,1,3,5,2,1,3,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"5",NA,2,NA,"1",NA,2,"1",NA,"Women",NA,NA,NA,244.25,NA,NA,NA,NA,46.97,NA,NA,36.4,NA,NA,NA,NA,32.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.21,NA,NA,52.65,NA,NA,NA,NA,NA,NA,NA,22.01,NA,NA,NA,NA,NA,NA,NA,7.52,NA,NA,"668ebb3c2dcf1a14122fb9d8","AWAITING REVIEW","Not Applicable",2024-07-10 16:48:02.431,2024-07-10 16:52:11.29,NA,2024-07-10 16:53:09.214036,249,"CBDIKNY0",5517,"Liberal","39","Female","White","United States","United States","United States","English","No","Full-Time",50,1,NA,"control",0,7.5,5,4,3.5,"Left-leaning","strong_left","Female","Other","Democratic",1,1,"North America (US)",0,1,"White","White","White","5 - 80s",3,1,"Larger city or suburb to a larger city ","High School Graduate",0,"Between $40,000 and $79,999 per year"
1551,2024-07-10 18:53:17,12,"en",1720615105,2024-07-10 18:48:13,2024-07-10 18:53:17,NA,"consent given",7,0,1,5,3,1,0,48,0,100,50,100,100,3,NA,NA,NA,NA,NA,NA,NA,10,10,10,0,0,1,3,5,1,1,3,5,5,"Democratic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,"1",NA,0,"2",NA,3,NA,"1",NA,1,"1",NA,"Women",NA,NA,NA,308.74,NA,NA,NA,NA,64.82,NA,NA,24.35,NA,NA,NA,NA,15.68,NA,NA,NA,8.87,NA,NA,8.98,NA,NA,NA,NA,NA,104.54,NA,NA,31.61,NA,NA,NA,33.05,NA,NA,NA,12.14,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,"668ebb447626a4a267ae733d","AWAITING REVIEW","Not Applicable",2024-07-10 16:48:09.822,2024-07-10 16:53:20.463,NA,2024-07-10 16:54:01.388599,311,"CBDIKNY0",5687,"Liberal","31","Female","White","United States","United States","United States","English","No","Full-Time",75,0,1,"t1",5,10,5,4,3,"Left-leaning","strong_left","Female","Other","Democratic",1,1,"North America (US)",0,1,"White","White","White","6 - 90s",2,0,"Other","Some College",0,"Under $40,000 per year"
1552,2024-07-10 18:56:36,12,"en",1917444285,2024-07-10 18:48:18,2024-07-10 18:56:36,NA,"consent given",1,100,7,5,1,1,100,22,29,68,38,81,77,3,NA,NA,NA,NA,NA,NA,NA,8,10,10,6,4,1,4,5,1,5,3,8,3,"Republican",NA,"Y","Y",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,"1",NA,0,"5",NA,6,NA,"1",NA,4,"1",NA,"Men",NA,NA,NA,500.67,NA,NA,NA,NA,63,NA,NA,43.16,NA,NA,NA,NA,38.24,NA,NA,NA,31.07,NA,NA,15.06,NA,NA,NA,NA,NA,86.72,NA,NA,98.38,NA,NA,NA,78.09,NA,NA,NA,33.74,NA,NA,NA,NA,NA,NA,NA,13.21,NA,NA,"668ebb452bf385adef436547","AWAITING REVIEW","Not Applicable",2024-07-10 16:48:13.793,2024-07-10 16:56:42.61,NA,2024-07-10 16:56:43.181499,509,"CBDIKNY0",76,"Conservative","24","Male","White","United States","United States","United States","English","No","Full-Time",59.5,0,1,"t1",7,10,1,2,3,"Right-leaning","strong_right","Male","Male","Republican",3,1,"North America (US)",0,1,"White","White","White","7 - 2000+",1,1,"Larger city or suburb to a larger city ","Post Graduate (e.g., masters, PhD, JD)",0,"Between $120,000 and $199,999 per year"
